Site Name,Easement Holder Name,State,Access,Easement Purpose,Easement Holder Type,Year Established
Finger Lakes Land Trust Conservation Easement 19,Finger Lakes Land Trust,NY,XA,UNK,NGO,1993
Finger Lakes Land Trust Conservation Easement 33,Finger Lakes Land Trust,NY,XA,UNK,NGO,1996
Delaware River (east branch),New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2007
Finger Lakes Land Trust Conservation Easement 17,Finger Lakes Land Trust,NY,XA,UNK,NGO,1993
Finger Lakes Land Trust Conservation Easement 15,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Finger Lakes Land Trust Conservation Easement 69,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Nanticoke Creek 8' wide footpath for stream access,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2005
Finger Lakes Land Trust Conservation Easement 93,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Delaware Highlands Conservancy11,Delaware Highlands Conservancy,PA,XA,UNK,NGO,2004
Delaware Highlands Conservancy13,Delaware Highlands Conservancy,PA,XA,UNK,NGO,2004
Hillcrest Farm,Countryside Conservancy,PA,UK,UNK,NGO,2008
Delaware Highlands Conservancy67,Delaware Highlands Conservancy,PA,XA,UNK,NGO,2005
Delaware Highlands Conservancy52,Delaware Highlands Conservancy,PA,XA,UNK,NGO,1999
Weisbecker,Conservancy of Montgomery County,PA,XA,FARM,NGO,1999
Delaware Highlands Conservancy43,Delaware Highlands Conservancy,PA,XA,UNK,NGO,2006
A-On-Do-Wa-Nuh A-B,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2004
Cohocton River,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2002
Ashantee,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Trillium,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2001
Finger Lakes Land Trust Conservation Easement 48,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Williamsburg,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1997
Finger Lakes Land Trust Conservation Easement 62,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2004
Goodell Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2009
Schultz,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1994
Folck #4,Lehigh County,PA,XA,FARM,LOC,2003
Loder,Lehigh County,PA,XA,FARM,LOC,2006
Turner#3,Lehigh County,PA,XA,FARM,LOC,2002
Stepan,Lehigh County,PA,XA,FARM,LOC,2007
Seem Seed Farm 1,Lehigh County,PA,XA,FARM,LOC,2010
"Bachman,  Norman",Lehigh County,PA,XA,FARM,LOC,2006
Mansfield Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2008
Lost Elms,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Canadaway Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2007
Patterson,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2004
Codorus298,State of Pennsylvania,PA,XA,FARM,STAT,2002
North Codorus83,State of Pennsylvania,PA,XA,FARM,STAT,1995
FOOTPATH- North Branch of Wiscoy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2009
South Branch Eighteen Mile Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2003
FOOTPATH- North Branch of Wiscoy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2009
Goodell Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2009
Mansfield Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2006
Elton Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2006
FOOTPATH- Ischua Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1996
Clear Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1998
FOOTPATH- East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1996
Goodell Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2009
FOOTPATH- Mansfield Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2006
McKinstry Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1997
Welcome Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
FOOTPATH- East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2005
Dove Hill,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Van Arsdale,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2006
Twin Elms,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2004
FOOTPATH- Wiscoy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2007
Ishua Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2006
East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1996
McNabb,Genesee Land Trust,NY,XA,UNK,NGO,2002
Finger Lakes Land Trust Conservation Easement 52,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 43,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Finger Lakes Land Trust Conservation Easement 96,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Nations Farm South,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1991
Owasco Lake Inlet,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2004
FOOTPATH- Cohocton River,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2002
Cohocton River,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1997
Owasco Lake Inlet,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2004
Jessup Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1999
Finger Lakes Land Trust Conservation Easement 88,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Chase Farm,"Genesee Valley Conservancy, Inc.",NY,XA,FARM,NGO,2010
Owens Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1997
Wheeler Gully,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Finger Lakes Land Trust Conservation Easement 91,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Oxbow Farm Section I,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1995
Oak Grove,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1999
Oxbow Farm Section III - Little,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2005
Finger Lakes Land Trust Conservation Easement 58,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
"Coyne Farm - Unit A, E, F, G","Genesee Valley Conservancy, Inc.",NY,XA,FARM,NGO,2011
Town of South Bristol,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Finger Lakes Land Trust Conservation Easement 38,Finger Lakes Land Trust,NY,XA,UNK,NGO,2003
Finger Lakes Land Trust Conservation Easement 34,Finger Lakes Land Trust,NY,XA,UNK,NGO,1996
Finger Lakes Land Trust Conservation Easement 2,Finger Lakes Land Trust,NY,XA,UNK,NGO,1998
Hartford House Parcel II,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Finger Lakes Land Trust Conservation Easement 25,Finger Lakes Land Trust,NY,XA,UNK,NGO,2001
Finger Lakes Land Trust Conservation Easement 5,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Finger Lakes Land Trust Conservation Easement 56,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Finger Lakes Land Trust Conservation Easement 21,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Finger Lakes Land Trust Conservation Easement 40,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Finger Lakes Land Trust Conservation Easement 35,Finger Lakes Land Trust,NY,XA,UNK,NGO,2002
Finger Lakes Land Trust Conservation Easement 50,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
"Coyne Farm - Unit B, C, D","Genesee Valley Conservancy, Inc.",NY,XA,FARM,NGO,2011
Ontario County,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Finger Lakes Land Trust Conservation Easement 67,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Granger Farm Parcel II,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1991
Finger Lakes Land Trust Conservation Easement 63,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 65,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Witt,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2007
"Rookery, The","Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Kinsey,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Warehouse Farm I,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1997
Shetler Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1997
Simpson Woods,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1994
Fallbrook,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Finger Lakes Land Trust Conservation Easement 101,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Finger Lakes Land Trust Conservation Easement 49,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 13,Finger Lakes Land Trust,NY,XA,UNK,NGO,1993
Finger Lakes Land Trust Conservation Easement 46,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 39,Finger Lakes Land Trust,NY,XA,UNK,NGO,2003
Finger Lakes Land Trust Conservation Easement 3,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Cayuga Inlet,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2005
Halpin Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2007
Finger Lakes Land Trust Conservation Easement 92,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Granger Farm Parcel I,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2002
Hartford House Parcel I,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1995
Triangle Lot,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1998
Genesee Valley Morgan Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1995
Finger Lakes Land Trust Conservation Easement 95,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Finger Lakes Land Trust Conservation Easement 82,Finger Lakes Land Trust,NY,XA,UNK,NGO,1995
"Merrimac Farm - Unit A, B, c, D","Genesee Valley Conservancy, Inc.",NY,XA,FARM,NGO,2010
Robinson Property,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2010
Silo Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
Finger Lakes Land Trust Conservation Easement 55,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Cayuga Inlet,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2007
Finger Lakes Land Trust Conservation Easement 79,Finger Lakes Land Trust,NY,XA,UNK,NGO,1990
Tadmor Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1995
Finger Lakes Land Trust Conservation Easement 84,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Templeton Lands,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1994
Finger Lakes Land Trust Conservation Easement 78,Finger Lakes Land Trust,NY,XA,UNK,NGO,1990
Finger Lakes Land Trust Conservation Easement 80,Finger Lakes Land Trust,NY,XA,UNK,NGO,1990
Finger Lakes Land Trust Conservation Easement 89,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 97,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Finger Lakes Land Trust Conservation Easement 20,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Finger Lakes Land Trust Conservation Easement 59,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Finger Lakes Land Trust Conservation Easement 1,Finger Lakes Land Trust,NY,XA,UNK,NGO,1993
Finger Lakes Land Trust Conservation Easement 32,Finger Lakes Land Trust,NY,XA,UNK,NGO,1997
Finger Lakes Land Trust Conservation Easement 36,Finger Lakes Land Trust,NY,XA,UNK,NGO,2002
FOOTPATH- Cayuga Inlet,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2007
Frame,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2009
Finger Lakes Land Trust Conservation Easement 64,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Hideaway,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2002
Haverford Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1998
Finger Lakes Land Trust Conservation Easement 41,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Finger Lakes Land Trust Conservation Easement 30,Finger Lakes Land Trust,NY,XA,UNK,NGO,1996
Finger Lakes Land Trust Conservation Easement 24,Finger Lakes Land Trust,NY,XA,UNK,NGO,1990
Finger Lakes Land Trust Conservation Easement 47,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 60,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 61,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 29,Finger Lakes Land Trust,NY,XA,UNK,NGO,1997
Finger Lakes Land Trust Conservation Easement 42,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Paduka Run,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2000
"Bottoms, The","Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Barely Working Farm,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1999
Finger Lakes Land Trust Conservation Easement 99,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Chanler Property,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1995
Chestnut Hill,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1998
Finger Lakes Land Trust Conservation Easement 90,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 86,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Granger Farm South (Lot),"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2002
Finger Lakes Land Trust Conservation Easement 83,Finger Lakes Land Trust,NY,XA,UNK,NGO,1991
Marvin Farm,Genesee Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 75,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Finger Lakes Land Trust Conservation Easement 7,Finger Lakes Land Trust,NY,XA,UNK,NGO,1998
Finger Lakes Land Trust Conservation Easement 6,Finger Lakes Land Trust,NY,XA,UNK,NGO,2000
Finger Lakes Land Trust Conservation Easement 44,Finger Lakes Land Trust,NY,XA,UNK,NGO,2005
Finger Lakes Land Trust Conservation Easement 10,Finger Lakes Land Trust,NY,XA,UNK,NGO,1996
Finger Lakes Land Trust Conservation Easement 12,Finger Lakes Land Trust,NY,XA,UNK,NGO,1993
Finger Lakes Land Trust Conservation Easement 37,Finger Lakes Land Trust,NY,XA,UNK,NGO,2003
Finger Lakes Land Trust Conservation Easement 54,Finger Lakes Land Trust,NY,XA,UNK,NGO,2007
Finger Lakes Land Trust Conservation Easement 45,Finger Lakes Land Trust,NY,XA,UNK,NGO,2004
Oxbow Farm Section II,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2003
A-On-Do-Wa-Nuh c-D,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2004
Warehouse Farm II,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,2001
Nations Farm North - VIII,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1992
Dygert,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1994
Finger Lakes Land Trust Conservation Easement 66,Finger Lakes Land Trust,NY,XA,UNK,NGO,2009
Finger Lakes Land Trust Conservation Easement 94,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Gordon Farm,Genesee Land Trust,NY,XA,UNK,NGO,1993
Lanning Road,Genesee Land Trust,NY,XA,UNK,NGO,2000
OWASCO INLET -3,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2005
Finger Lakes Land Trust Conservation Easement 100,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Finger Lakes Land Trust Conservation Easement 74,Finger Lakes Land Trust,NY,XA,UNK,NGO,2008
Finger Lakes Land Trust Conservation Easement 98,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Finger Lakes Land Trust Conservation Easement 87,Finger Lakes Land Trust,NY,XA,UNK,NGO,2010
Codorus356,State of Pennsylvania,PA,XA,FARM,STAT,2004
North Codorus352,State of Pennsylvania,PA,XA,FARM,STAT,2004
Cove Springs - Hurst Farm tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
Clear Creek Park,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
PACE-00036,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00010,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
Cattaraugus Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,1998
East Koy Creek,New York State Department of Environmental Conservation,NY,UK,UNK,STAT,2004
Hunting creek Farm North,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Hunting creek Farm South,"Genesee Valley Conservancy, Inc.",NY,XA,OTH,NGO,1993
Codorus392,State of Pennsylvania,PA,XA,FARM,STAT,2006
Codorus447,State of Pennsylvania,PA,XA,FARM,STAT,2008
Codorus and North Codorus 79,State of Pennsylvania,PA,XA,FARM,STAT,1995
Dover341,State of Pennsylvania,PA,XA,FARM,STAT,2003
Jackson and Dover463,State of Pennsylvania,PA,XA,FARM,STAT,2008
North Codorus273,State of Pennsylvania,PA,XA,FARM,STAT,2001
North Codorus377,State of Pennsylvania,PA,XA,FARM,STAT,2005
Manheim464,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2008
Codorus283,State of Pennsylvania,PA,XA,FARM,STAT,2001
North Codorus355,State of Pennsylvania,PA,XA,FARM,STAT,2004
Codorus282,State of Pennsylvania,PA,XA,FARM,STAT,2001
Codorus277,State of Pennsylvania,PA,XA,FARM,STAT,2001
Codorus343,State of Pennsylvania,PA,XA,FARM,STAT,2003
MOUNT JOY16,Land Conservancy of Adams County,PA,XA,UNK,NGO,1995
North Codorus381,State of Pennsylvania,PA,XA,FARM,STAT,2006
North Codorus479,State of Pennsylvania,PA,XA,FARM,STAT,2009
North Codorus378,State of Pennsylvania,PA,XA,FARM,STAT,2005
Heidelberg434,State of Pennsylvania,PA,XA,FARM,STAT,2007
North Codorus and Codorus46,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,1993
North Codorus391,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2006
North Codorus andSeven Valleys451,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2008
North Codorus and Heidelberg454,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2008
North Codorus253,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2001
Paradise251,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2001
Dover and Jackson165,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,1998
Codorus495,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2009
Springfield492,York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,2009
"Dover, Jackson and West Manchester119",York County Agricultural Land Preservation Program,PA,XA,FARM,LOC,1996
READING10,Land Conservancy of Adams County,PA,XA,UNK,NGO,1970
Potomac Conservancy Easement 42,Potomac Conservancy,WV,XA,OTH,NGO,2006
Potomac Conservancy Easement 19,Potomac Conservancy,WV,XA,FARM,JNT,2002
Potomac Conservancy Easement 37,Potomac Conservancy,WV,XA,OTH,JNT,2005
Potomac Conservancy Easement 31,Potomac Conservancy,WV,XA,OTH,JNT,2003
PACE-00037,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00061,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00091,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00016,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
PACE-00005,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1999
PACE-00004,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1998
PACE-00002,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1998
PACE-00074,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00068,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00069,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
Clear Creek Park,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1998
PACE-00011,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
PACE-00120,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00039,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00060,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00049,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
Raven Run Nature Sanctuary - Evans Mill tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2007
PACE-00038,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00001,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1998
Julian Savanna State Nature Preserve - Julian Family tract,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2002
PACE-00026,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00072,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
"Cove Springs - Carter tracts #1, #2",Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
PACE-00062,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00056,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00047,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00029,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Town Branch Restoration,Strodes Creek Conservancy,KY,RA,OTH,NGO,2005
PACE-00115,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00051,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00066,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
Clear Creek Park,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1998
PACE-00064,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00122,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
Good Spring Farm,Kentucky Natural Lands Trust,KY,XA,ENV,NGO,2010
Tyler-Schooling - tract #2,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2000
Greenbelt Park - Young tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Greenbelt Park - Owensboro Country Club tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
PACE-00018,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
Little Forks Conservancy Easement # MI-113629,Little Forks Conservancy,MI,XA,ENV,NGO,2003
PACE-00053,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00080,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00008,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1999
PACE-00023,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00088,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00108,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00093,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
PACE-00021,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2001
PACE-00073,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00118,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
Park Lake Mountain Nature Preserve - Francis Browning Heirs tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2006
PACE-00013,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
PACE-00035,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00065,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00027,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00033,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00067,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00079,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00125,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00019,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
PACE-00012,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
Broke Leg Falls,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2002
PACE-00048,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00102,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00134,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00052,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00076,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00034,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00081,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00031,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00105,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00041,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00086,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00110,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
Raven Run Nature Sanctuary - Jacks Creek tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
PACE-00077,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
None,"Oxbow, Inc.",IN,XA,FARM,NGO,1992
PACE-00032,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Big Bone Lick State Park,Northern Kentucky University,KY,OA,ENV,STAT,2003
PACE-00075,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00090,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
"Griffith Woods - tracts #2, #4, #6",Kentucky Heritage Land Conservation Fund,KY,RA,ENV,STAT,1999
PACE-00124,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00096,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
PACE-00030,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Feindel Conservation Area,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2004
Park Lake Mountain Nature Preserve - Clifton & Aline Gulley tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2008
